URL,Ingredients,Instructions
https://myfoodstory.com/raw-mango-dal/,"[' ½ cup   toor dal pigeon pea split', ' ½ cup   peeled & sliced raw mangoes', ' 1 ¼ cup   water', ' 1   green chilli slit', ' ¼ teaspoon   red chilli powder', ' ⅛ teaspoon   turmeric powder', ' 2   cloves', ' 1 inch   cinnamon stick', ' ¾ teaspoon   salt', ' 2 teaspoons   ghee', ' 2 teaspoons   cooking oil', ' ¼ teaspoon   mustard seeds rai', ' ¼ teaspoon   cumin seeds jeera', ' ⅛ teaspoon   fenugreek seeds methi dana', ' 10-15   curry leaves', ' ⅛ cup   sliced onions', ' 2   dry red chillies whole', ' 2 tablespoons   chopped coriander leaves']","['Wash toor dal 2-3 times and soak for 30 minutes (optional but recommended as this reduces total cooking time).½ cup toor dal', 'Add all the ingredients mentioned under for cooking dal to the pressure cooker but place raw mangoes & ¼ cup water in a separate bowl inside the pressure cooker. (See notes 1 or watch the video to see how its done)½ cup peeled & sliced raw mangoes, 1 ¼ cup water, 1 green chilli, ¼ teaspoon red chilli powder, ⅛ teaspoon turmeric powder, 2 cloves, 1 inch cinnamon stick, ¾ teaspoon salt', 'Pressure cook for 3 to 4 whistles on medium heat. (See note 2)', 'Once this is done, wait for the pressure to release completely before opening the cooker. (See note 3)', 'Mash the dal well & add the cooked raw mangoes to it & mix.']"
https://myfoodstory.com/andhra-style-palak-pappu/,"[' ¾ Cup   Toor Dal', ' 1 ¾ Cup   Water', ' ¼ Teaspoon   Turmeric Powder', ' 10 Cloves   Garlic', ' 100 Grams   Spinach', ' 1   Onion chopped', ' 1   Tomato chopped', ' 5   Green Chillies slit', ' 1 ½ Teaspoon   Salt', ' 1 Teaspoon   Ghee', ' 1 Teaspoon   Oil', ' 1 Teaspoon   Mustard Seeds', ' 1 Teaspoon   Cumin seeds', ' ¼ Teaspoon   Hing optional', ' 1 Sprig   Curry Leaves', ' 6   Whole Garlic cloves', ' 2-3   Dry red chilli broken in half']","['Rinse the Toor Dal thoroughly and wash it in water about 2-3 times. Drain the water.', 'In a pressure cooker, add the soaked Toor Dal, water, and turmeric powder. Pressure cook for about 20 minutes or until the dal is soft and cooked (around 4 whistles). Allow the pressure to release naturally.', 'Once the pressure has released from the cooker, open it and add the crushed garlic, spinach, chopped onion, tomato, green chillies, and salt to the cooked dal. Mix well.', 'Pressure cook for 1 more whistle or cook for about 6 minutes. Let the pressure release naturally.', 'Open the cooker and mash the dal using a spoon or a masher until desired consistency is achieved.']"
https://myfoodstory.com/easy-spinach-soup/,"[' 1 Tablespoon   Olive Oil', ' 1   Bay leaf', ' 2   Garlic Cloves finely chopped', ' ½ Cup   sliced Onions', ' 2 bunches   Spinach (Palak) washed and stems removed, approx 260 grams', ' ½ Teaspoon   Salt', ' ½ Teaspoon   Pepper', ' ½ Cup   Water divided', ' ½ Cup   Milk', ' 1-2 Tablespoons   Cream']","['Heat oil in a soup or a stockpot over medium flame. Add garlic and sliced onions and saute till the onions soften, about 2-3 minutes.', 'Add spinach, salt, bayleaf and ¼ cup of water. Cover and cook till the spinach wilts, approx 2-3 minutes. Turn off the flame and allow it to cool.', 'Remove the bayleaf and transfer to the blender. Add the remaining ¼ cup of water and blend till smooth.', 'Pour the blended spinach mixture back into the pot and bring to a simmer over low flame. Add milk and pepper and simmer for 2 more minutes. Turn off the heat.', 'Transfer to soup bowls, top with cream and serve. Serve hot!']"
https://myfoodstory.com/lemon-blueberry-cake-bars-recipe/,"[' ½ cup  (113.5 g) Unsalted Butter at room temperature', ' 1   Lemon zested', ' ½ cup  (100 g) Castor Sugar', ' 1   Egg large', ' 1 teaspoon   Vanilla Extract', ' 2 cups  (250 g) All Purpose Flour / Maida divided', ' ½ teaspoon   Salt', ' 1 ½ teaspoons   Baking Powder', ' ½ teaspoon   Baking Soda', ' 2 cups  (296 g) Blueberries fresh (See Note 1)', ' 1 cup  (245 g) Yogurt (See Note 2)', ' 1 tablespoon  (12.5 g) Sugar  for topping']","['Pre-heat oven to 350F/176C. Line an 8X8 inch cake tin with parchment paper and butter the sides.', 'Cream together butter, sugar and lemon zest in a bowl. Add the egg and vanilla extract and whisk till combined.', 'In another bowl, whisk together 1 ¾ cup flour, salt, baking powder and baking soda. Add this to the wet ingredients, along with yogurt. Whisk till just combined.', 'Toss the blueberries in ¼ cup flour and add them to the cake batter and gently fold them.', 'Pour the batter into the prepared tin, sprinkle sugar on top and bake for 30-35 minutes till a toothpick inserted into the middle comes out clean. Let it cool for ten minutes before slicing.']"
https://myfoodstory.com/paneer-kathi-rolls/,"[' 1 Medium   Onion chopped', ' 1 Tablespoon   Vinegar', ' ½ Teaspoon   Salt', ' 2 Tablespoons   Oil', ' 1 Tablespoon   Garlic finely chopped', ' ½ Tablespoon   Ginger finely chopped', ' 1 Medium   Onion sliced', ' 1   Green Chilli finely chopped', ' 1   Capsicum sliced', ' 1 Tablespoon   Soy Sauce', ' 1 Teaspoon   Vinegar', ' 2 Tablespoons   Ketchup', ' 2 Teaspoons   Chilli Sauce', ' 200 Grams   Paneer diced', ' 4   Malabar Parathas cooked']","['Combine onion, vinegar and salt in a bowl and keep aside.']"
https://myfoodstory.com/mexican-corn-fritters-recipe/,"['   Mexican Corn Fritters', ' ½ cup   Besan / Chickpea Flour', ' ¼ cup   Cornflour', ' ¾ teaspoon   Salt', ' 1 teaspoon   Chilli Powder / Paprika', ' 1 teaspoon   Sugar', ' 2   Eggs beaten', ' 1 tablespoon   Lime Juice', ' 1   Lemon zest', ' ¾ cup   Cheddar Cheese grated', ' 1   Jalapeno deseeded and chopped', ' ¼ cup   Spring Onions chopped', ' 2 tablespoon   Fresh Cream', ' 3 cups   Sweet Corn Kernels', ' ⅓ cup    Fresh Coriander   chopped with stems', ' ⅓ cup   Canola  or any other Vegetable Oil for frying', '   Cheddar Dipping Sauce', ' ¼ cup   Mayonnaise', ' ¼ cup   Sour Cream', ' 1 tablespoon   Lemon Juice', ' 2 tablespoon    Cheddar Cheese grated', ' ¼ cup    Fresh Coriander finely chopped', ' 1 Pinch    Salt']","['In a bowl add both the flours, salt, chilli powder and sugar. Give it a stir to mix together. Add the lemon juice, lemon zest, cheese, chopped jalapeno and eggs and mix everything together to get the consistency of a thick batter. Finally add cream, spring onions, corn kernels and coriander and give everything a good stir to get a batter of dropping consistency.', 'Heat oil in a frying pan and use an ice cream scoop to drop scoops of batter on to the pan to make fritters. Flatten the batter with the back of a spatula. Cook on one side till golden and once the edges start to brown, flip the fritters over to cook till golden on the other side. Transfer to a paper towel lined platter.', 'Make fritters the same way with the balance batter, adding more oil to the pan if required.', 'To make the dipping sauce, whisk together the mayonnaise, sour cream, cheese, salt and the coriander. Serve the fritters topped with the sauce.']"
https://myfoodstory.com/easy-teriyaki-chicken-recipe/,"[' 2 tablespoons   Canola Oil', ' 300 grams   Chicken Thighs boneless and skinless , cut into one inch pieces (Note 1)', ' 1 teaspoon    minced Garlic', ' ½ cup   Water', ' ¼ cup   Light Soy Sauce low sodium', ' 3 tablespoons   Rice Vinegar', ' ½ teaspoon   Toasted Sesame Oil', ' 2 tablespoons   Sugar', ' ½ teaspoon   Cornflour or Cornstarch', ' 1 cup   Broccoli Florets', '   Toasted sesame seeds and green onion for topping']","['In a bowl whisk together soy sauce, rice vinegar, sesame oil, sugar and cornflour. Add two tablespoons of the sauce to the chicken and mix well. Set the chicken aside for 10 minutes to marinate. Reserve the remaining sauce for later.', 'Heat oil in a pan or wok. Add the marinated chicken and cook on high heat for 2-3 minutes total, turning once the chicken pieces are brown to cook the other side too.', 'Add garlic to the pan and stir fry for a few seconds. Then add the broccoli and cook for another minute. Add the sauce and stir fry till the sauce starts to thicken. Add the water and mix well. Toss to coat everything and cook the broccoli and chicken in the sauce for a minute or two. Serve hot topped with sesame seeds and green onions.']"
https://myfoodstory.com/spicy-korean-chicken-thighs-recipe/,"[' 6   Chicken Thighs skin on, bone in', ' 1 ½ tablespoons   Vegetable Oil', '   Toasted Sesame Seeds and Green Onions for topping', ' ¼ cup   light Soy Sauce', ' 2 tablespoons   Gochujang spicy Korean chili paste', ' 3 tablespoons   Honey', ' 1 tablespoon   Garlic Paste', ' 1 teaspoon   Ginger Paste', ' 2 tablespoons   Rice Vinegar', ' ½ teaspoon   Chili Flakes optional', '   Salt and Pepper to taste']","['Mix together all the ingredients under marinade. Be careful not to add additional salt without tasting because both soy sauce and gochujang have salt in them.', 'Add chicken and toss to coat the chicken. Marinate for at least two hours or overnight. If refrigerating overnight, take the chicken out half an hour before cooking to bring it to room temperature.', ""Heat oil in a cast iron skillet\xa0and add chicken thighs and all the marinade to it. Sear on high flame for 2-3 minutes on either side. Reduce the flame to low, add half a cup of water and cover and cook for 30 to 40 minutes till the chicken is cooked through. Turn the chicken once halfway. Add more water if you'd like more sauce and simmer."", 'Once the chicken is cooked through, top with sesame seeds, chopped green onions and serve immediately.']"
https://myfoodstory.com/egg-biryani/,"[' 1 ½ Tablespoons   Ghee clarified butter', ' 1   Bay Leaf', ' 2   Cardamom', ' 2   Cloves', ' 1   Cinnamon Stick', ' 2 ½ Cups   Jeera Samba Rice soaked for 20 minutes (sub with basmati rice) and then drained', ' 2 teaspoon   Salt', ' 3 ½ Cups   Water', ' 10   Eggs hard boiled', ' 1 Teaspoon   Ghee', ' ¼ Teaspoon   Chilli Powder', ' ¼ Teaspoon   Turmeric Powder', ' ¼ Teaspoon   Salt', ' 8-10   Saffron Strands', ' 2 tablespoon   Hot Milk', ' 2 tablespoon   Ghee', ' 2 tablespoon   Oil', ' 1   Bay Leaf', ' 1   Cinnamon Stick', ' 3   Cardamom', ' 3   Cloves', ' 1   Star Anise', ' 1   Mace', ' 4   Sliced Onions', ' 1.5 tablespoon   Ginger Garlic Paste', ' 3   Tomatoes roughly chopped', ' 1 tablespoon   Coriander Powder', ' 1 Teaspoon   Chilli Powder', ' ¼ teaspoon   Turmeric', ' 1¼ teaspoon   Salt', ' ½ teaspoon   Fennel Powder', ' 1 teaspoon   Pepper Powder', ' 4   Green Chillies slit lengthwise', ' ¼ Cup   Curd preferably sour curd or yoghurt', ' ½ Cup   Water', ' ½ Cup   Mint Leaves', ' ½ Cup   Coriander Leaves', ' 1-2 tablespoon   Ghee']","['Add ghee to a stock pot and allow it to heat over high flame. Add bay leaf, cardamom, cloves and cinnamon stick and saute for a minute or until fragrant. Add the soaked (for 20 minutes) and drained rice. Sauté the rice for 3-4 minutes till toasted (should start smelling nutty) on low flame.', 'Add salt and water and bring to a roaring boil. Lower the flame, cover and cook for 8 minutes till the rice is 90% cooked. Turn off the heat and keep covered till ready to use.', 'Note: Cook the rice simultaneously while cooking the masala for biryani so that it stays hot.']"
https://myfoodstory.com/mutton-biryani/,"[' 1 kg   Mutton shoulder, cut into 2 inch pieces (use either goat or lamb meat)', ' ½ Cup   Curd', ' ¼ Teaspoon   Turmeric Powder', ' 1 ½ Teaspoon   Salt', ' 2 Tablespoons   Ghee', ' 2 Tablespoons   Oil', ' ½ Teaspoon   Cumin Seeds', ' 1   Bay Leaf', ' 4   Cloves', ' ½ Inch   Cinnamon', ' 2   Cardamom Pods', ' 3   Onions thickly sliced', ' 1 Tablespoon   Ginger Garlic Paste', ' 3   Tomatoes cut into big chunks, 1 inch', ' 1 Teaspoon   Chilli Powder', ' ¼ Teaspoon   Turmeric Powder', ' ½ Teaspoon   Garam Masala', ' ½ Cup   Milk', ' ¼ Cup   Water', ' 700 grams   Basmati Rice washed and soaked', ' 8 Cups   Water', ' 1   Bay Leaf', ' 4   Cloves', ' ½ Inch   Cinnamon', ' 2   Cardamom Pods', ' 2 Tablespoons   Salt', ' 1 Teaspoon   Ghee', ' 2 Tablespoons   hot Milk', ' 10-12  Strands   Saffron', ' ½ Cup   Fried Onions we used store bought', ' ½ Cup   Mint Leaves roughly chopped', ' ½ Cup   Coriander Leaves roughly chopped', ' 2 Tablespoons   warm Ghee']","['Wash and clean the mutton and then pat dry with paper towels. Combine the curd, turmeric, salt and mutton. Mix well. Cover and allow to marinate for at least 20 minutes to 2 hours.']"
https://myfoodstory.com/garlicky-oats-with-masala-fried-egg-recipe/,"[' 1 cup   Quick cooking Oats', ' 2 cups   Water', ' 2 teaspoons   Olive Oil', ' 2 - 3 cloves   Garlic minced', ' ¼ cup   Cheddar grated', ' 2 teaspoons   Basil chopped', ' 2   Eggs', ' ½ teaspoon   Paprika or Chili Powder', '   Salt and Pepper to taste']","['Heat a teaspoon of oil in a pan and add the minced garlic. Saute the garlic for 15 seconds and add oats. Stir the oats for a few seconds and add all the water, salt and pepper. Bring this to a quick boil, and simmer for 3-4 minutes, by which time, the mixture would have thickened up into a porridge like consistency and the oats will be cooked. Adjust the consistency by adding more water if required. Just before taking oats off the stove, add cheese and basil and mix.', 'In a non stick pan, add the remaining oil and fry the eggs one by one. Top each egg with salt and paprika or chili powder.', 'To serve, divide the oats equally into two bowls. Top each bowl with a fried egg, sprinkle with more paprika and chopped coriander.']"
https://myfoodstory.com/roasted-spatchcock-chicken-recipe/,"[' 1 kg   Chicken  whole with skin', ' 2-3   Onions peeled and quartered', ' 1   Garlic halved (large)', ' ½ cup   White wine', ' 5-6   Orange slices', ' ¼ cup   Salt', ' ¼ cup   Sugar', ' 1 cup   Orange juice', ' 3 cups   Water', ' 1   Sprig rosemary', '    Pepper a dash', ' 50 g   Butter', ' 5 -6 cloves    Garlic minced', ' 1 tablespoon   Orange zest', ' 1 tablespoon   Rosemary Chopped', ' 1 teaspoon   Salt', ' 1 teaspoon   Pepper']","['Place the whole chicken breast-side down with the wings facing towards you. Remove the spine by using kitchen shears to cut out the backbone along both sides of the spine. Open the rib cage, spread the chicken out and use a knife to score down the sternum. This will help pop out the breast bone and easily flatten chicken.', 'Flip the chicken over so that the breast is facing up. Use the palm of your hand and push firmly over the breast bone, until you hear the wishbone cracking. This helps the chicken to lay completely flat.']"
https://myfoodstory.com/cauliflower-rice-broccoli-casserole-recipe/,"[' 5 cups   Cauliflower Florets', ' 1 tablespoon   Oil', ' 1 tablespoon   Garlic chopped', ' 1   Jalapeno finely chopped', ' ½ cup   Carrots chopped', ' 1 tablespoon   Dried Oregano', ' 1 tablespoon   Paprika adjust the amount to your spice preference', '   Salt to taste', ' ¾ cup   Half and Half ½ Milk:½ Cream', ' 1 cup   Cheddar grated', ' ½ cup   Mozzarella grated', ' 2 cups   Broccoli Florets', '   Jalapeno Slices for topping optional']","[""Add all the cauliflower florets to a  and pulse a few times till the cauliflower resembles small bits like rice. Don't go all the way or it can turn mushy."", ""Heat oil in a large pan and add garlic, jalapenos and carrots. Saute for a minute or two on high heat and add the riced cauliflower, oregano, paprika and salt. Stir fry the cauliflower for 3-4 minutes till the cauliflower becomes soft, but not mushy. Take a cup of this cauliflower mixture (reserve the rest) and blend with half and half (its okay if the sauce isn't completely smooth). Add a splash of water or stock if you need to loosen things up in the blender, but don't add more than a couple of teaspoons."", 'the oven to 200 C/400 F', 'Mix together the reserved cauliflower, cauliflower puree, broccoli and cheddar, and transfer to a baking pan or casserole dish. You can also use a  if you like. Top with grated mozzarella and jalapeno slices, if using and bake for 45 minutes. Serve this healthy cauliflower broccoli rice immediately.']"
https://myfoodstory.com/instant-malpua/,"[' ¼ cup   Mawa Khoya, 67 grams', ' ½ cup   Maida All Purpose Flour, 65 grams', ' 1 teaspoon   Sooji Semolina - optional', ' 1 pinch   Salt', ' 1 teaspoon   Sugar', ' ¾ cup   + 2 tablespoons Milk', ' ¼ teaspoon   Fennel seeds crushed', '   Ghee for Deep Frying', ' ½ Cup   Sugar', ' ½ Cup   Water', ' 4-5 strands    Saffron']","[""Crumble or grate mawa if it's like a block."", ""In a mixing bowl, add mawa and milk and whisk it well until it's almost smooth. Add maida, semolina, and the rest of the milk, and mix well to make a smooth batter. Ensure there are no lumps in the batter. Beat the batter for 5 minutes with a whisk or fork. You can also use a hand blender."", 'Rest the batter for at least 30 minutes or up to 2 hours.', 'Add salt, sugar, and crushed fennel seeds and beat the batter again for 1-2 minutes. The batter should be the consistency of lassi or condensed milk. A very thick batter will make the malpuas too dense and fat.']"
